Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
64,Female,Master's,Married,112407,684,20503,Auto,Employed,17,Good,0.221396815,221056,2,Mooreborough,SC,Thailand,1,1,Low
43,Male,Bachelor's,Divorced,63769,651,40865,Home,Self-employed,16,Good,0.458144143,29507,,Burnschester,OR,Saint Martin,2,2,Low
53,Non-binary,Bachelor's,Single,59536,745,19166,Home,Unemployed,19,Poor,0.112477869,237895,1,South Codyland,MP,Tajikistan,4,0,Low
52,Non-binary,High School,Divorced,118322,671,,Home,Employed,3,Poor,0.162379508,137021,3,Garzaburgh,VT,Aruba,4,2,Low
35,Non-binary,Bachelor's,Single,,,31039,Business,Self-employed,19,Excellent,0.48125184,146975,1,Timothyfurt,NM,Belgium,1,2,Low
54,Female,High School,Divorced,,,,Auto,Unemployed,4,Excellent,0.1583514,131508,1,Brockburgh,KY,Northern Mariana Islands,,0,Low
55,Male,High School,Married,26611,,44756,Home,Self-employed,14,Fair,0.376399837,158463,4,New Daniel,WV,New Caledonia,1,2,Low
24,Male,High School,Widowed,75598,630,7519,Home,Unemployed,6,Poor,0.506312238,244860,2,East Geraldfurt,MP,Rwanda,1,0,Low
18,Female,Bachelor's,Widowed,91819,653,46360,Home,Self-employed,11,Excellent,0.505514057,155063,3,Mitchellborough,CO,Cuba,1,0,Low
22,Male,Master's,Single,37310,739,,Home,Unemployed,7,Excellent,0.404723659,,3,Port Deniseburgh,ID,Saint Vincent and the Grenadines,3,2,Low
56,Non-binary,Bachelor's,Widowed,87593,748,,Auto,Self-employed,13,Poor,0.510465686,147707,,Lake Markmouth,NH,Togo,0,2,Low
43,Male,Bachelor's,Widowed,54256,786,11162,Home,Employed,17,Poor,0.528183333,113184,2,Hernandezville,MA,Saint Barthelemy,0,0,Low
67,Female,High School,Married,95207,649,13705,Auto,Self-employed,17,Excellent,0.322634259,29689,1,East Jonathan,AR,Cameroon,4,2,Low
31,Non-binary,High School,Widowed,,738,36316,Business,Unemployed,4,Poor,0.109966769,81894,3,East Keithview,AR,Cocos (Keeling) Islands,3,1,Low
53,Non-binary,Bachelor's,Widowed,,653,26486,Personal,Unemployed,15,Poor,0.361181766,206550,0,Rosechester,CT,Bulgaria,,2,Low
53,Female,Master's,Single,107440,,40225,Auto,Self-employed,10,Excellent,0.339739243,289260,2,Mccormickborough,IL,Nauru,3,1,Low
43,Non-binary,Master's,Married,51177,618,10765,Auto,Self-employed,4,Excellent,0.388946419,74939,,Ricetown,NM,Puerto Rico,0,0,Low
62,Non-binary,Master's,Single,57780,706,,Business,Unemployed,8,Good,0.42014149,154450,1,New Valerieton,GU,Saudi Arabia,2,0,Low
21,Male,High School,Married,46465,,20095,Personal,Self-employed,5,Good,0.262285948,201213,,Lake Allisonmouth,AK,Kiribati,2,1,Low
30,Male,High School,Married,,719,48647,Personal,Unemployed,7,Fair,0.378145602,267778,3,Adamside,MP,Nepal,0,1,Low
18,Female,High School,Single,103391,655,16659,Home,Unemployed,16,Poor,0.292019929,219512,0,Craigville,PW,Rwanda,3,1,High
44,Male,High School,Single,44668,707,12930,Home,Unemployed,13,Fair,0.571458556,267676,2,South Jane,NE,Paraguay,0,1,Low
36,Non-binary,Master's,Single,43354,612,16475,Personal,Self-employed,1,Good,0.400311297,29532,,Curtisborough,MP,Kuwait,,1,Low
36,Female,Master's,Single,105695,790,22144,Home,Unemployed,17,Good,0.277703249,74249,,North Bridgetbury,ID,Cyprus,2,1,Low
38,Non-binary,PhD,Widowed,92179,615,22546,Home,Unemployed,0,Poor,0.366882178,216296,2,New Calebhaven,TN,Croatia,4,2,Low
22,Male,Bachelor's,Married,47973,639,31266,Auto,Self-employed,6,Good,0.580614862,249899,,West Taylorport,TN,Bosnia and Herzegovina,2,2,Low
29,Non-binary,PhD,Married,,606,20029,Personal,Self-employed,4,Good,0.133072936,156552,2,North Ariana,GA,Grenada,1,1,Low
38,Male,High School,Married,59305,797,35495,Auto,Self-employed,6,Poor,0.420784371,124669,2,Micheleville,DE,Jamaica,1,1,Low
21,Female,Master's,Single,115148,769,40868,Personal,Unemployed,10,Fair,0.441856984,124984,4,Villarrealville,NV,Suriname,1,1,Low
65,Male,Bachelor's,Married,115675,,17737,Home,Unemployed,1,Excellent,0.150961689,84992,1,Tonyburgh,NE,Tanzania,1,2,High
32,Non-binary,Master's,Widowed,,672,24675,Business,Self-employed,7,Fair,0.123614998,207668,3,North Christy,IA,Gibraltar,0,1,Low
46,Non-binary,Master's,Widowed,74679,738,35232,Auto,Self-employed,8,Poor,0.415729619,207215,0,East Johnmouth,FM,Congo,,1,Low
46,Male,PhD,Widowed,92795,763,25467,Home,Employed,12,Excellent,0.324833577,,,Jameshaven,FL,Libyan Arab Jamahiriya,3,1,Low
20,Female,Bachelor's,Widowed,45333,,23524,Home,Employed,11,Fair,0.137224261,92814,,Melissaburgh,RI,Jersey,3,2,Low
30,Female,High School,Divorced,39928,699,16936,Auto,Unemployed,2,Fair,0.312279363,281975,1,Stewartland,TX,Marshall Islands,4,1,Low
68,Female,Master's,Single,52121,789,44980,Auto,Employed,6,Poor,0.188130979,244624,2,Butlerborough,TX,France,2,1,Low
20,Male,High School,Single,92497,630,20772,Auto,Unemployed,5,Excellent,0.124451089,220809,,West Gregoryland,VA,Azerbaijan,3,0,Low
21,Female,Master's,Widowed,54227,682,23780,Personal,Employed,3,Poor,0.182902415,203745,2,Devinstad,NY,Uganda,2,2,Low
61,Male,PhD,Married,109147,721,30156,Personal,Self-employed,14,Poor,0.375728624,164222,1,Ramirezland,AK,French Guiana,4,2,Low
25,Female,Bachelor's,Single,,759,30063,Personal,Self-employed,4,Poor,0.112891129,251924,1,Williamsview,MN,Vanuatu,0,0,Low
48,Non-binary,High School,Single,52089,799,32863,Auto,Employed,17,Excellent,0.418482481,80718,4,Lake Michellefort,WA,Puerto Rico,,2,Low
48,Male,Master's,Widowed,53701,647,26997,Personal,Self-employed,4,Excellent,0.136262224,299014,1,Carolburgh,VI,Slovenia,2,1,Low
52,Non-binary,Bachelor's,Widowed,94095,760,24985,Auto,Employed,7,Fair,0.310627736,83881,,Gordonfurt,CA,Panama,3,0,Low
22,Female,High School,Widowed,39589,643,6369,Business,Employed,7,Good,0.532344994,249089,1,Bakerchester,RI,South Africa,,0,Low
48,Non-binary,High School,Single,80526,,26049,Business,Self-employed,16,Excellent,0.180642768,,4,East Anne,DE,Lebanon,,2,Low
59,Male,PhD,Divorced,93185,673,21212,Business,Unemployed,18,Fair,0.224023152,136026,1,South Wendystad,VI,Norfolk Island,3,0,Low
39,Non-binary,Bachelor's,Widowed,92776,770,24945,Auto,Employed,11,Fair,0.300149697,292413,1,Lake Meghanberg,WY,French Guiana,2,2,Low
25,Non-binary,PhD,Widowed,30607,702,46794,Business,Employed,9,Good,0.38462127,200485,,Michaelview,FM,Chile,,0,Low
27,Female,Bachelor's,Widowed,,,,Personal,Employed,13,Good,0.235956825,41651,0,Martinbury,AL,Andorra,,0,Low
62,Male,High School,Married,27712,791,10588,Personal,Unemployed,0,Excellent,0.424957805,,,West Penny,GU,Bahamas,2,0,Low
24,Non-binary,Bachelor's,Married,104046,644,41595,Business,Self-employed,6,Fair,0.412184529,241007,0,New Hollyview,TX,Ukraine,4,2,Low
61,Non-binary,Master's,Divorced,,672,45455,Auto,Self-employed,12,Excellent,0.552445215,151975,0,East Vanessa,GU,Cambodia,,2,High
40,Female,High School,Single,,,8340,Auto,Unemployed,11,Poor,0.226442154,111065,1,Danielport,GA,Saint Martin,0,0,Low
62,Non-binary,Bachelor's,Divorced,105548,609,13275,Personal,Self-employed,10,Good,0.57841278,,1,Rodriguezport,ND,Mauritius,2,0,Low
64,Male,Bachelor's,Married,119969,647,19065,Personal,Self-employed,10,Poor,0.594950947,224716,,North Thomasstad,NJ,Syrian Arab Republic,2,1,Low
45,Female,PhD,Single,83220,660,12973,Home,Self-employed,12,Good,0.120678596,204886,3,Port Philipmouth,MI,Djibouti,2,0,Low
52,Female,Master's,Married,30372,643,28451,Home,Self-employed,4,Excellent,0.415011687,189136,3,Lake Denise,WY,Aruba,3,0,Low
34,Male,Master's,Married,76922,660,44423,Home,Unemployed,12,Excellent,0.333238729,271598,,Lake Samuelfurt,CO,Brunei Darussalam,2,1,Low
58,Non-binary,Bachelor's,Single,56492,745,17464,Home,Unemployed,12,Good,0.174680356,75411,,Matthewborough,SD,Cameroon,2,2,Low
25,Female,High School,Divorced,50806,,27605,Auto,Unemployed,12,Fair,0.313593498,80578,4,South Justin,KS,Latvia,3,0,Low
57,Male,High School,Married,,705,44438,Home,Employed,12,Fair,0.586950143,,2,Kylebury,NM,Monaco,4,2,Low
67,Female,High School,Divorced,95998,748,47430,Personal,Employed,3,Good,0.190274311,273263,2,Lake Charles,UT,Turkey,0,0,High
28,Female,PhD,Widowed,94967,620,20386,Home,Unemployed,12,Excellent,0.183438462,181280,4,Littlemouth,GA,North Macedonia,4,1,Low
49,Male,Master's,Widowed,66901,729,6725,Personal,Employed,7,Fair,0.111682151,71557,2,East Tamitown,KY,Slovakia (Slovak Republic),2,1,Low
68,Female,Bachelor's,Single,,743,9407,Home,Employed,10,Good,0.231090845,,4,Allentown,OH,Sweden,1,0,Low
35,Non-binary,Master's,Widowed,82805,654,40031,Business,Employed,9,Poor,0.518339788,290927,4,Port Melissa,HI,United Kingdom,3,1,Low
56,Female,Master's,Married,105970,785,20876,Business,Unemployed,6,Excellent,0.293463057,244024,2,Fisherfurt,KY,Jamaica,2,0,Low
64,Non-binary,PhD,Divorced,43485,734,25878,Auto,Employed,4,Excellent,0.515975865,120485,2,West Gerald,OH,Gambia,3,2,Low
51,Male,PhD,Married,,661,13837,Home,Self-employed,14,Excellent,0.10921849,46197,0,Port Jameschester,ME,Slovenia,4,0,Low
20,Male,High School,Single,95172,739,30476,Business,Self-employed,15,Fair,0.562012131,121074,,East Tamara,ND,United States of America,3,0,Low
64,Male,Bachelor's,Widowed,53236,682,14357,Home,Employed,8,Good,0.361972931,74199,2,West Linda,NM,Palau,4,2,Low
45,Male,High School,Divorced,,750,30999,Personal,Employed,13,Poor,0.55965476,250966,3,Lake David,VI,Armenia,4,1,High
69,Female,Bachelor's,Single,26566,795,15385,Business,Unemployed,2,Excellent,0.146563747,298416,3,Danielletown,MI,Liechtenstein,3,1,Low
67,Non-binary,Bachelor's,Married,57538,759,45957,Auto,Employed,3,Good,0.501034719,144912,0,Lake Baileychester,VI,Paraguay,4,1,Low
60,Female,Master's,Married,72320,695,22793,Business,Unemployed,13,Excellent,0.382695158,,4,West Nicholas,OK,Gambia,1,0,Low
67,Male,PhD,Divorced,98349,688,23761,Home,Unemployed,17,Excellent,0.469309309,266870,0,North Amanda,NY,Morocco,4,0,Low
48,Female,Master's,Widowed,38642,698,11524,Auto,Unemployed,2,Good,0.373498673,294140,3,East Cheryl,MI,United Kingdom,3,2,Low
60,Non-binary,High School,Single,107102,749,22557,Business,Self-employed,7,Poor,0.122884439,275745,3,Kimberlyside,FM,Heard Island and McDonald Islands,3,1,Low
23,Female,High School,Single,110724,746,6011,Auto,Self-employed,9,Good,0.361240821,36257,1,New Kimberly,SD,Nauru,3,2,Low
19,Non-binary,Bachelor's,Married,71534,786,19705,Business,Unemployed,10,Poor,0.256566968,107324,3,New Christine,KY,Christmas Island,2,1,Low
38,Non-binary,High School,Widowed,104084,609,42676,Auto,Employed,7,Poor,0.494688476,225516,1,Oliviaport,NH,French Polynesia,0,1,Low
29,Female,PhD,Single,26306,796,32136,Home,Employed,12,Fair,0.163305711,148348,,East Crystalfurt,CO,Uruguay,1,1,Low
66,Female,Bachelor's,Single,75499,606,15175,Business,Self-employed,3,Poor,0.404581903,,4,Smithbury,WI,Honduras,1,1,Low
20,Male,Master's,Married,68155,641,10976,Business,Self-employed,1,Excellent,0.493747023,285175,2,Port Heathertown,OK,Ukraine,4,2,Low
45,Non-binary,Bachelor's,Divorced,44474,726,20948,Auto,Employed,17,Poor,0.167261879,57708,,Michaelborough,NV,Ukraine,3,0,Low
19,Non-binary,PhD,Divorced,69002,750,20783,Business,Unemployed,1,Excellent,0.537145674,252825,1,West Beverly,OR,Lebanon,0,0,Low
28,Non-binary,Master's,Married,86553,678,10544,Auto,Unemployed,2,Fair,0.169868206,149372,3,Ellisside,NC,Tuvalu,2,1,Low
21,Male,Bachelor's,Widowed,65706,615,32775,Auto,Unemployed,4,Fair,0.150337269,193065,3,Wilsonmouth,NC,El Salvador,3,0,Low
33,Female,High School,Married,87113,755,5743,Business,Self-employed,5,Poor,0.452326778,38138,,Lake Jodimouth,CO,Lebanon,0,0,Low
38,Male,Bachelor's,Divorced,108789,799,32307,Business,Self-employed,19,Excellent,0.347288005,,2,North Thomas,GA,Serbia,0,2,Low
68,Non-binary,Bachelor's,Single,113057,719,22227,Home,Unemployed,16,Fair,0.418677428,,,Alexanderview,OH,Cayman Islands,,1,Low
68,Non-binary,Master's,Divorced,46162,,19616,Auto,Unemployed,10,Good,0.246903457,276979,2,East Michael,NM,Hungary,3,1,Low
23,Non-binary,PhD,Divorced,102897,637,11381,Personal,Self-employed,17,Good,0.410651496,,,Lake Jenniferberg,UT,Korea,4,1,Low
26,Non-binary,PhD,Single,21151,647,22267,Business,Self-employed,8,Excellent,0.408625047,227410,,North Mirandahaven,MI,Monaco,4,1,Low
59,Male,PhD,Widowed,43731,785,36107,Home,Self-employed,10,Poor,0.598908779,166812,2,South Charles,NC,Vanuatu,0,0,Low
30,Non-binary,Bachelor's,Divorced,65957,,21732,Personal,Self-employed,15,Excellent,0.345635398,170856,2,Jessicatown,AS,Bosnia and Herzegovina,1,1,Low
21,Male,Bachelor's,Married,67452,714,44055,Auto,Employed,19,Poor,0.551606964,258684,3,South Marc,WY,Germany,,0,Low
62,Female,Master's,Divorced,53872,,30632,Auto,Employed,13,Good,0.117681055,143153,2,Johnview,NC,Pakistan,1,0,Low
32,Male,Bachelor's,Single,119317,786,,Personal,Employed,3,Poor,0.217967468,279783,3,Shannonport,AZ,British Indian Ocean Territory (Chagos Archipelago),,0,High
56,Female,High School,Single,90540,717,36175,Business,Unemployed,2,Fair,0.425707621,279568,2,Davidport,VT,Martinique,2,0,Low
57,Non-binary,Master's,Divorced,67631,645,30206,Home,Employed,14,Poor,0.248367719,,2,Lake Yolanda,MA,Norway,1,0,High
51,Male,PhD,Single,109447,,37192,Personal,Unemployed,9,Good,0.552610874,,0,North Sara,PA,Tokelau,0,1,Low
47,Female,PhD,Single,81526,623,20970,Auto,Self-employed,10,Excellent,0.109221678,254961,4,Jeremyton,VA,Albania,4,1,Low
63,Non-binary,High School,Married,54571,653,37862,Auto,Unemployed,9,Fair,0.537433668,144914,4,Beanmouth,MN,Estonia,2,2,Low
18,Male,Master's,Widowed,28758,688,45214,Auto,Employed,12,Excellent,0.373077313,250275,4,Conradside,TN,Bangladesh,3,1,Low
67,Non-binary,PhD,Single,101380,,14006,Business,Self-employed,8,Good,0.219885868,204469,3,Scottmouth,ND,Hong Kong,4,2,Low
33,Male,Master's,Widowed,,611,22925,Home,Employed,18,Good,0.449040189,122951,3,Lake Valerieton,IA,Moldova,0,0,Low
64,Male,Bachelor's,Single,70241,735,24082,Home,Unemployed,3,Poor,0.256425263,182365,4,Mckeeburgh,OH,Bermuda,0,2,Low
45,Female,Master's,Widowed,110027,794,7917,Personal,Self-employed,11,Fair,0.255074233,106182,1,North Madelinemouth,CT,Estonia,3,1,Low
35,Female,PhD,Divorced,43461,729,,Home,Employed,3,Fair,0.212789517,228871,,Monroeton,DE,Lithuania,3,1,Low
52,Non-binary,Master's,Married,111190,707,33980,Personal,Employed,0,Fair,0.320332304,111757,2,Thompsonville,CA,United Kingdom,2,2,Low
62,Female,PhD,Divorced,24739,736,,Business,Self-employed,15,Fair,0.135632921,133940,3,Anthonyport,TX,Papua New Guinea,0,2,High
56,Female,PhD,Widowed,63835,739,6294,Personal,Unemployed,11,Fair,0.186421817,289269,4,Riosview,UT,Ireland,4,0,Low
48,Female,Master's,Divorced,34155,666,32011,Auto,Employed,4,Excellent,0.279241061,,2,Port Kevin,HI,Bahrain,,0,High
54,Non-binary,Bachelor's,Single,29114,659,37021,Personal,Unemployed,18,Poor,0.250900551,42391,3,Kristenhaven,FM,Macao,3,2,Low
26,Male,Bachelor's,Married,,691,31453,Personal,Unemployed,3,Fair,0.206905052,,,Douglasberg,ND,Ghana,4,1,Low
61,Non-binary,Master's,Single,108377,691,,Personal,Unemployed,2,Poor,0.104862171,146716,3,New Michealshire,CT,Central African Republic,2,2,Low
66,Male,Master's,Widowed,37545,747,9919,Business,Unemployed,1,Good,0.257896833,180382,3,Dixonview,GU,British Indian Ocean Territory (Chagos Archipelago),2,0,Low
21,Female,PhD,Married,,634,12181,Business,Self-employed,1,Poor,0.403847636,,,Nicholasside,OH,Ukraine,1,0,Low
66,Female,Master's,Married,75430,646,,Personal,Self-employed,13,Excellent,0.12250673,79951,4,South Chase,AS,Cote d'Ivoire,3,0,Low
40,Female,Bachelor's,Married,62348,607,34428,Auto,Employed,1,Good,0.165230032,,2,West Jefferyshire,OK,Ghana,4,0,Low
32,Non-binary,Bachelor's,Widowed,92613,657,25246,Home,Self-employed,18,Good,0.23746499,209605,3,Lake Michael,MS,Bouvet Island (Bouvetoya),4,2,Low
38,Female,PhD,Married,56784,742,,Business,Self-employed,12,Poor,0.110264309,43616,4,New Michelefurt,GU,Tuvalu,2,1,Low
18,Male,Bachelor's,Single,49607,717,23696,Auto,Employed,18,Good,0.286194137,272816,2,Weekston,NV,Venezuela,0,2,Low
57,Non-binary,Bachelor's,Married,,610,45860,Business,Unemployed,5,Poor,0.176988288,143083,2,Gibbsport,AK,United States Virgin Islands,1,2,Low
29,Male,Master's,Divorced,110810,,12600,Business,Self-employed,9,Fair,0.435045115,258706,4,Michelleville,NM,Vanuatu,0,2,Low
47,Non-binary,PhD,Widowed,,714,22189,Personal,Employed,0,Poor,0.470045552,49985,,Karenfurt,ME,Senegal,,2,High
66,Male,PhD,Married,36652,795,9067,Business,Unemployed,2,Fair,0.431628812,,,Rodriguezshire,NC,Ecuador,1,2,Low
40,Female,PhD,Divorced,113949,720,42711,Auto,Unemployed,2,Poor,0.421505902,255839,2,Ashleybury,MA,British Virgin Islands,3,1,Low
29,Female,Bachelor's,Widowed,40886,710,10286,Personal,Unemployed,8,Fair,0.100759876,147291,4,Rushton,AL,Nauru,3,1,Low
46,Female,Bachelor's,Married,87551,791,49066,Home,Employed,13,Poor,0.480174598,234639,3,Port Amy,ID,Paraguay,1,0,Low
33,Male,High School,Widowed,99304,624,41842,Personal,Employed,13,Good,0.251414502,273272,1,East Tylershire,FM,Japan,1,1,Low
64,Female,Bachelor's,Single,,754,28403,Personal,Unemployed,10,Good,0.164191811,80931,1,East James,NJ,United Kingdom,1,0,Low
57,Non-binary,PhD,Single,72755,751,23476,Personal,Employed,0,Good,0.361295878,290078,3,Christopherberg,AR,Mozambique,3,1,Low
52,Male,High School,Widowed,83328,630,45422,Auto,Unemployed,2,Poor,0.536086057,214950,2,North Shannon,DE,Brunei Darussalam,3,2,Low
37,Male,Master's,Widowed,42388,,34000,Home,Unemployed,3,Excellent,0.136225415,263984,,Anitashire,PW,Papua New Guinea,2,1,Low
51,Female,Master's,Widowed,,781,16660,Auto,Employed,13,Fair,0.473034513,252883,2,Lake Jennifer,WV,Mauritius,1,1,Low
49,Female,PhD,Single,47786,,38014,Business,Employed,0,Poor,0.135941852,32396,4,Port Bradyland,NC,Italy,3,0,High
47,Male,PhD,Married,48502,724,26575,Home,Employed,4,Poor,0.28715365,160690,0,Jessicaville,DC,Cameroon,0,1,Low
45,Female,PhD,Divorced,,615,28391,Personal,Employed,0,Good,0.149508411,,3,East Joy,IL,Slovakia (Slovak Republic),2,2,High
42,Non-binary,PhD,Married,103785,647,8547,Business,Self-employed,17,Fair,0.272825146,40192,2,Elizabethburgh,GA,Georgia,1,1,Low
56,Non-binary,Master's,Married,61604,696,40381,Business,Unemployed,12,Poor,0.134326787,,0,West Amberfurt,NV,Micronesia,0,1,Low
66,Male,PhD,Married,109695,720,,Home,Unemployed,6,Poor,0.31708136,252391,,Lake Nicholas,NY,Germany,0,0,Low
54,Non-binary,Bachelor's,Single,107680,799,32068,Auto,Self-employed,15,Poor,0.502257722,,2,North Emily,NC,Argentina,0,0,Low
60,Female,PhD,Married,54722,687,,Home,Employed,7,Fair,0.298336581,,,Brownfurt,MN,Australia,3,0,Low
36,Female,Master's,Widowed,25818,693,26160,Business,Unemployed,18,Fair,0.418630599,77508,2,Leslietown,NJ,Cote d'Ivoire,1,2,Low
53,Male,PhD,Divorced,28163,713,21899,Personal,Unemployed,11,Good,0.324933505,,2,Danielchester,VT,United Kingdom,,2,Low
52,Male,High School,Single,23078,727,29131,Business,Self-employed,9,Fair,0.426708564,28297,4,Daviston,PR,Iraq,0,0,Low
26,Male,Master's,Divorced,25521,793,12574,Auto,Unemployed,3,Excellent,0.249098673,156450,3,North Christopher,PA,Myanmar,0,2,High
64,Female,High School,Divorced,111963,734,20300,Auto,Unemployed,7,Poor,0.390625168,137461,3,South William,DC,Nigeria,0,1,Low
27,Non-binary,Bachelor's,Single,88289,637,16470,Personal,Employed,2,Good,0.298983089,286446,,South Jessicaview,TX,Austria,0,2,Low
37,Male,High School,Single,29764,686,35467,Auto,Self-employed,9,Good,0.249214023,161659,1,Port Ralphhaven,ME,France,4,0,High
38,Non-binary,Master's,Single,35600,628,25517,Personal,Employed,6,Fair,0.481484057,270148,2,North Jasonville,IA,Antarctica (the territory South of 60 deg S),4,1,Low
59,Non-binary,High School,Single,,797,18369,Personal,Employed,16,Excellent,0.298329489,25237,,Lake Christopher,IL,South Africa,4,0,Low
55,Male,Bachelor's,Widowed,106940,679,9819,Personal,Employed,4,Poor,0.39823591,155589,4,Mcleanville,ID,United Arab Emirates,3,2,Low
45,Non-binary,Bachelor's,Divorced,64456,743,46099,Auto,Employed,15,Excellent,0.165034601,54806,1,Janiceland,MI,Sao Tome and Principe,0,1,High
37,Female,Master's,Divorced,25310,777,6158,Home,Employed,7,Poor,0.119953857,257352,1,Davidville,AS,Uruguay,0,0,Low
59,Female,Bachelor's,Widowed,84575,703,9014,Personal,Employed,11,Good,0.431181902,276245,,Jonesmouth,IN,United Arab Emirates,4,0,Low
67,Non-binary,Bachelor's,Divorced,,637,28047,Personal,Self-employed,9,Good,0.479238542,151543,2,South Megan,AS,Turks and Caicos Islands,,2,High
49,Female,Bachelor's,Widowed,72256,,38595,Personal,Self-employed,7,Excellent,0.140771209,201244,2,Joyport,SC,Austria,4,1,Low
42,Non-binary,Master's,Single,109891,753,22426,Personal,Unemployed,0,Excellent,0.353836097,55701,3,West Natalie,NH,Myanmar,0,2,Low
25,Female,Master's,Married,33222,673,49390,Home,Unemployed,8,Excellent,0.136798923,86740,4,Port Ricardoberg,UT,Czech Republic,2,2,Low
69,Non-binary,High School,Widowed,,674,,Personal,Self-employed,3,Fair,0.154648955,,4,Matthewborough,WY,Spain,0,2,Low
67,Male,PhD,Divorced,67836,768,30821,Auto,Unemployed,19,Good,0.593435405,,0,Millerton,CA,Eritrea,1,2,Low
47,Female,PhD,Divorced,113012,796,8560,Business,Self-employed,7,Poor,0.198221356,186122,0,New Caleb,NM,Bahrain,3,2,Low
